,communication_style,user_type,text,clf_text,edited_text
152,Stonewalling,functional_conversation_partner_2,"I agree, taking some time to reflect individually sounds like a good idea","Category: neutral
Text: I agree, taking some time to reflect individually sounds like a good idea","Category: neutral
Functional Text: It's a good idea to take some time for personal reflection."
153,Stonewalling,functional_conversation_partner_2,I'm sorry that my tone has been causing frustration. Let's work together to find a better way to communicate our needs,"Category: neutral
Text: I'm sorry that my tone has been causing frustration. Let's work together to find a better way to communicate our needs","Category: neutral
Functional Text: Let's collaborate to improve how we express our needs and communicate effectively."
154,Stonewalling,functional_conversation_partner_2,Thank you for understanding. I appreciate your willingness to go along with my decision,"Category: neutral
Text: Thank you for understanding. I appreciate your willingness to go along with my decision","Category: neutral
Functional Text: I'm grateful for your understanding and support in accepting my decision."
155,Stonewalling,functional_conversation_partner_2,I appreciate your willingness to address our unresolved issues together. Let's set aside time to have a constructive conversation about our concerns. Thank you for initiating this discussion,"Category: neutral
Text: I appreciate your willingness to address our unresolved issues together. Let's set aside time to have a constructive conversation about our concerns. Thank you for initiating this discussion","Category: neutral
Functional Text: Thank you for being open to discussing our unresolved issues. Let's schedule a time to talk constructively about our concerns. I appreciate you starting this conversation."
156,Stonewalling,functional_conversation_partner_2,Let's definitely have an open conversation about our communication dynamics. Thank you for being willing to address this.,"Category: neutral
Text: Let's definitely have an open conversation about our communication dynamics. Thank you for being willing to address this.","Category: neutral
Functional Text: Let's talk openly about how we communicate. I appreciate your willingness to discuss this."
157,Stonewalling,functional_conversation_partner_2,I appreciate you bringing this up. Let's definitely discuss how we can ensure that responsibility is properly addressed in our actions and decisions,"Category: neutral
Text: I appreciate you bringing this up. Let's definitely discuss how we can ensure that responsibility is properly addressed in our actions and decisions","Category: neutral
Functional Text: Thank you for raising this. Let's talk about how we can make sure we handle responsibility well in what we do and decide."
158,Stonewalling,functional_conversation_partner_2,"I agree, addressing tension in a calm and logical manner is crucial. Let's definitely discuss what's been on your mind and explore solutions together.","Category: neutral
Text: I agree, addressing tension in a calm and logical manner is crucial. Let's definitely discuss what's been on your mind and explore solutions together.","Category: neutral
Functional Text: Let's talk calmly about what's bothering you and work together to find solutions."
159,Stonewalling,functional_conversation_partner_2,I understand that our different viewpoints can sometimes present challenges in our discussions. It's important for us to find ways to better understand each other's perspectives and approach disagreements constructively.,"Category: neutral
Text: I understand that our different viewpoints can sometimes present challenges in our discussions. It's important for us to find ways to better understand each other's perspectives and approach disagreements constructively.","Category: neutral
Functional Text: Let's work on understanding each other's perspectives to handle disagreements positively during our discussions."
160,Criticism,Unclear,"I appreciate your concern, can't you see I am fine? why are you always trying to start something. But anyway thanks for checking in. ","Category: neutral
Text: I appreciate your concern, can't you see I am fine? But anyway thanks for checking in.","Category: neutral
Functional Text: Thanks for checking in, I'm actually doing fine. Your concern means a lot to me."
161,Criticism,Unclear,"I understand your feelings. Maybe you should take a look at your own actions before pointing fingers at me, but I'm sorry for causing you pain","Category: neutral
Text: I understand your feelings.

Category: criticism
Text: Maybe you should take a look at your own actions before pointing fingers at me, but I'm sorry for causing you pain.","Category: neutral
Functional Text: I get how you feel.

Category: criticism
Functional Text: Before blaming me, consider your own actions. I apologize for hurting you."
162,Criticism,Unclear,I understand how important it is for both of us. You're the one who never listens! Let's definitely work on actively listening to each other.,"Category: neutral
Text: I understand how important it is for both of us.

Category: criticism
Text: You're the one who never listens!

Category: neutral
Text: Let's definitely work on actively listening to each other.","Category: neutral
Functional Text: I acknowledge the significance of this for both of us.

Category: criticism
Functional Text: It seems like there's a challenge with listening on your end.

Category: neutral
Functional Text: We should make a conscious effort to listen attentively to each other."
163,Criticism,Unclear,"I hear you saying that. I don't always treat you like that, you're just exaggerating as usual. Can you provide specific examples so we can work together to improve our interactions?","Category: neutral
Text: I hear you saying that.

Category: criticism
Text: I don't always treat you like that, you're just exaggerating as usual.

Category: other
Text: Can you provide specific examples so we can work together to improve our interactions?","Category: neutral
Functional Text: I understand your point.

Category: criticism
Functional Text: Let's discuss specific instances to clarify any misunderstandings.

Category: other
Functional Text: Could you share some examples so we can collaborate on enhancing how we communicate?"
164,Criticism,Unclear,"I'm sorry, I just got caught up with work. Oh you think I don't listen or care?. It's not like I do this on purpose.","Category: neutral
Text: I'm sorry, I just got caught up with work.

Category: contempt
Text: Oh you think I don't listen or care?

Category: defensiveness
Text: It's not like I do this on purpose.","Category: neutral
Functional Text: Apologies, work kept me busy.

Category: contempt
Functional Text: Do you really believe I don't pay attention or care?

Category: defensiveness
Functional Text: I don't intentionally do this."
165,Criticism,Unclear,"I appreciate your patience in dealing with this issue. Well, maybe if you weren't so controlling and nagging, I wouldn't forget things. Let's sit together and come up with plan","Category: neutral
Text: I appreciate your patience in dealing with this issue.

Category: criticism
Text: Well, maybe if you weren't so controlling and nagging, I wouldn't forget things.

Category: neutral
Text: Let's sit together and come up with a plan.","Category: neutral
Functional Text: Thank you for being patient while we handle this matter.

Category: criticism
Functional Text: If we could find a way to communicate without feeling controlled or nagged, it might help me remember things better.

Category: neutral
Functional Text: How about we sit down together and brainstorm a plan?"
166,Criticism,Unclear,"Thank you for recognizing my afforts, but I disagree that there is a room for improvement","Category: neutral
Text: Thank you for recognizing my efforts, but I disagree that there is room for improvement.","Category: neutral
Functional Text: I appreciate your acknowledgment of my efforts, but I have a different perspective on the need for improvement."
167,Criticism,Unclear,"I appreciate you bringing this up, howere if you were more organized it would not bother you so much. Let's schedule some time to discuss","Category: neutral
Text: I appreciate you bringing this up, let's schedule some time to discuss.","Category: neutral
Functional Text: Thank you for raising this, let's plan a meeting to talk about it."
168,Criticism,Unclear,"I appreciate your observation and willingness to address this, but if you paid more attention to my needs, I would not have to focus so much on myself. Can we find a wya to balance the foucs on both of us more evenly?","Category: neutral
Text: I appreciate your observation and willingness to address this.

Category: criticism
Text: If you paid more attention to my needs, I would not have to focus so much on myself.

Category: other
Text: Can we find a way to balance the focus on both of us more evenly?","Category: neutral
Functional Text: Thank you for noticing and being open to discussing this.

Category: criticism
Functional Text: If we could both be more attentive to each other's needs, it would help us focus better.

Category: other
Functional Text: Let's work together to find a balance in how we support each other."
169,Criticism,Unclear,"I agree that it's important to address this. Well, maybe if you didn't have such high expectations, things wouldn't always end up ruined. Let's have a conversation to identify areas where we can refine our planning process","Category: neutral
Text: I agree that it's important to address this.

Category: criticism
Text: Well, maybe if you didn't have such high expectations, things wouldn't always end up ruined.

Category: neutral
Text: Let's have a conversation to identify areas where we can refine our planning process.","Category: neutral
Functional Text: I think we should definitely work on addressing this issue.

Category: criticism
Functional Text: Lowering expectations might help prevent things from going wrong all the time.

Category: neutral
Functional Text: We should talk and figure out how to improve our planning methods."
170,Defensiveness,Unclear,I hear you telling me that.  I didn’t do anything wrong. Why are you blaming me when I did nothing. Can you please clarify this for me so I understand?,"Category: neutral
Text: I hear you telling me that. 

Category: defensiveness
Text: I didn’t do anything wrong. Why are you blaming me when I did nothing.

Category: neutral
Text: Can you please clarify this for me so I understand?","Category: neutral
Functional Text: I acknowledge what you're saying.

Category: defensiveness
Functional Text: Let's talk about what happened without assuming blame.

Category: neutral
Functional Text: Could you explain this to me so I can grasp it better?"
171,Defensiveness,Unclear,I understand your concern. I always get blamed for everything. Let's shift our focus to resolving the matter directly.,"Category: neutral
Text: I understand your concern.

Category: criticism
Text: I always get blamed for everything.

Category: neutral
Text: Let's shift our focus to resolving the matter directly.","Category: neutral
Functional Text: I see where you're coming from.

Category: criticism
Functional Text: It feels like I'm always the one taking the blame.

Category: neutral
Functional Text: Let's work together to address this issue head-on."
172,Defensiveness,Unclear,It seems like there might be some confusion in our communication. You're making a big deal out of nothing. Let's take a moment to clarify and ensure we're on the same page,"Category: neutral
Text: It seems like there might be some confusion in our communication.

Category: criticism
Text: You're making a big deal out of nothing.

Category: neutral
Text: Let's take a moment to clarify and ensure we're on the same page.","Category: neutral
Functional Text: Let's work together to clear up any confusion in our communication.

Category: criticism
Functional Text: Let's not blow things out of proportion.

Category: neutral
Functional Text: Let's pause for a moment to make sure we understand each other correctly."
173,Defensiveness,Unclear,"I see what you're saying, but  I'm not the one with the problem here. Let's take a moment to review the situation objectively","Category: neutral
Text: I see what you're saying, but

Category: defensiveness
Text: I'm not the one with the problem here.

Category: neutral
Text: Let's take a moment to review the situation objectively","Category: neutral
Functional Text: I understand your perspective, however...

Category: defensiveness
Functional Text: It's important to address the issue without blaming anyone.

Category: neutral
Functional Text: Let's pause and look at the situation from a neutral standpoint."
174,Defensiveness,Unclear,It seems like you're upset because I haven't been calling you when I promised. What about when you forget to call me?,"Category: neutral
Text: It seems like you're upset because I haven't been calling you when I promised.

Category: criticism
Text: What about when you forget to call me?","Category: neutral
Functional Text: I understand you're upset because I haven't been keeping my promise to call you.

Category: criticism
Functional Text: Have you considered how you feel when I forget to call you as well?"
175,Defensiveness,Unclear,"Certainly, I appreciate your willingness to clarify.It's not my fault if you can't communicate properly. Could you please clarify your massage, so we can ensure, we are both understanding each other correctly","Category: neutral
Text: Certainly, I appreciate your willingness to clarify.

Category: criticism
Text: It's not my fault if you can't communicate properly.

Category: other
Text: Could you please clarify your message, so we can ensure we are both understanding each other correctly.","Category: neutral
Functional Text: I appreciate you being open to clarifying things.

Category: criticism
Functional Text: Let's work on improving our communication together.

Category: other
Functional Text: Can you please explain your message so we can make sure we're on the same page?"
176,Defensiveness,Unclear,"Absolutely, I am glad you are opet to discussing this.  Maybe if you took some responsibility for once, things wouldn't always be a mess. I think there might be some aspects we need to address together","Category: neutral
Text: Absolutely, I am glad you are open to discussing this.

Category: criticism
Text: Maybe if you took some responsibility for once, things wouldn't always be a mess.

Category: neutral
Text: I think there might be some aspects we need to address together.","Category: neutral
Functional Text: I'm really happy that you're willing to talk about this openly.

Category: criticism
Functional Text: Taking responsibility could help prevent things from getting messy all the time.

Category: neutral
Functional Text: Let's work together to tackle certain aspects that need attention."
177,Defensiveness,Unclear,"Let's have an open and honest conversation about what happened, if you actually paid attention once in a while, we wouldn't be in this situation.  I'm confident we can find a solution that benefits both of us","Category: neutral
Text: Let's have an open and honest conversation about what happened, I'm confident we can find a solution that benefits both of us

Category: criticism
Text: if you actually paid attention once in a while, we wouldn't be in this situation.","Category: neutral
Functional Text: Let's talk openly about what happened. I believe we can work together to find a solution that works for both of us.

Category: criticism
Functional Text: If we pay more attention to details, we can avoid ending up in situations like this."
178,Defensiveness,Unclear,"It seems like there may be some misinterpretation happening. Maybe if you communicated better, I wouldn't have to ""take it"" any way at all. Let's definitely take time to discuss it further","Category: neutral
Text: It seems like there may be some misinterpretation happening. Let's definitely take time to discuss it further.

Category: criticism
Text: Maybe if you communicated better, I wouldn't have to ""take it"" any way at all.","Category: neutral
Functional Text: Let's talk more about this to clear up any misunderstandings.

Category: criticism
Functional Text: If we improve our communication, it can prevent misunderstandings and conflicts."
179,Defensiveness,Unclear,"Thank you for being open to hearing my perspective. if you weren't so stubborn, we wouldn't be having this problem. I see things differently, but I'm open to understanding your perspective","Category: neutral
Text: Thank you for being open to hearing my perspective.

Category: criticism
Text: if you weren't so stubborn, we wouldn't be having this problem.

Category: neutral
Text: I see things differently, but I'm open to understanding your perspective.","Category: neutral
Functional Text: I appreciate you listening to my point of view.

Category: criticism
Functional Text: If we both stay open-minded, we can resolve this issue more easily.

Category: neutral
Functional Text: I have a different view, but I'm willing to try and see things from your side too."
180,Contempt,Unclear,"I'm feeling frustrated with the current situation.  I don't appreciate your negativity, but I do not want that to get in the way of our ability to communicate and solve this problem","Category: neutral
Text: I'm feeling frustrated with the current situation. I don't appreciate your negativity, but I do not want that to get in the way of our ability to communicate and solve this problem","Category: neutral
Functional Text: I'm frustrated with how things are going. Your negativity isn't helping, but let's work together to communicate and solve this issue."
181,Contempt,Unclear,I feel like you are belittling me right now. It's pointless trying to explain this to you when you clearly don't get it and I am asking you to please stop.,"Category: criticism
Text: I feel like you are belittling me right now.

Category: contempt
Text: It's pointless trying to explain this to you when you clearly don't get it.

Category: neutral
Text: I am asking you to please stop.","Category: criticism
Functional Text: I sense that you are undermining me at the moment.

Category: contempt
Functional Text: Explaining this to you seems futile since you're not understanding it.

Category: neutral
Functional Text: Please, I kindly request you to stop."
182,Contempt,Unclear,I'm sorry to hear that my actions have caused you disappointment. That is coming from you.  Please explain further so we can address the issue together,"Category: neutral
Text: I'm sorry to hear that my actions have caused you disappointment.

Category: contempt
Text: That is coming from you.

Category: neutral
Text: Please explain further so we can address the issue together.","Category: neutral
Functional Text: I apologize for causing you disappointment. 

Category: contempt
Functional Text: Is that your perspective?

Category: neutral
Functional Text: Can you provide more details so we can work on resolving the problem together?"
183,Contempt,Unclear,I'm feeling overwhelmed by everything at the moment. You're always dragging me down and making everything harder. Let's  find some solutions,"Category: criticism
Text: You're always dragging me down and making everything harder.

Category: neutral
Text: I'm feeling overwhelmed by everything at the moment. Let's find some solutions.","Category: criticism
Functional Text: Let's discuss how we can work together more effectively to make things easier for both of us.

Category: neutral
Functional Text: I'm currently feeling overwhelmed. Let's brainstorm and find solutions to improve the situation."
184,Contempt,Unclear,"Your suggestion makes sense.  Maybe if you listened more, you'd realize I actually do think before speaking. Let's be more mindful of our words. ","Category: neutral
Text: Your suggestion makes sense. Let's be more mindful of our words.

Category: criticism
Text: Maybe if you listened more, you'd realize I actually do think before speaking.","Category: neutral
Functional Text: That's a good suggestion. Let's pay closer attention to how we express ourselves.

Category: criticism
Functional Text: If you listened more, you might notice that I do consider my words before speaking."
185,Contempt,Unclear,"Absolutely, I appreciate you bringing this up. Well, maybe if you actually contributed once in a while, we wouldn't have so many problems. I'm confident we can overcome these difficulties.","Category: neutral
Text: Absolutely, I appreciate you bringing this up.

Category: criticism
Text: Well, maybe if you actually contributed once in a while, we wouldn't have so many problems.

Category: neutral
Text: I'm confident we can overcome these difficulties.","Category: neutral
Functional Text: Thanks for bringing this up; I really appreciate it.

Category: criticism
Functional Text: If we all contribute more regularly, we can reduce the number of problems we face.

Category: neutral
Functional Text: I believe we have the ability to overcome these challenges."
186,Contempt,Unclear,Thank you for acknowledging my feelings. I guess I'll just keep my thoughts to myself since you obviously don't care about what I have to say.  Let's discuss possible solutions,"Category: neutral
Text: Thank you for acknowledging my feelings.

Category: contempt
Text: I guess I'll just keep my thoughts to myself since you obviously don't care about what I have to say.

Category: neutral
Text: Let's discuss possible solutions","Category: neutral
Functional Text: I appreciate you recognizing how I feel.

Category: contempt
Functional Text: If you don't value my input, I'll refrain from sharing my thoughts.

Category: neutral
Functional Text: Let's talk about potential solutions together."
187,Contempt,Unclear,"I appreciate you bringing this to my attention.  If you communicated better, maybe I wouldn't have to guess what you want all the time. Let's definitely work together to enhance our communication.","Category: neutral
Text: I appreciate you bringing this to my attention.

Category: criticism
Text: If you communicated better, maybe I wouldn't have to guess what you want all the time.

Category: neutral
Text: Let's definitely work together to enhance our communication.","Category: neutral
Functional Text: Thank you for letting me know about this.

Category: criticism
Functional Text: Let's try to improve our communication so I can understand your needs more clearly.

Category: neutral
Functional Text: We should collaborate to make our communication more effective."
188,Contempt,Unclear,"I agree, it's important for us to find common ground. If you weren't so demanding, I could actually meet your expectations. Let's have open and respectful conversation","Category: neutral
Text: I agree, it's important for us to find common ground. Let's have open and respectful conversation.

Category: criticism
Text: If you weren't so demanding, I could actually meet your expectations.","Category: neutral
Functional Text: Let's work together to find common ground through open and respectful conversations.

Category: criticism
Functional Text: I could better meet your expectations if we could adjust the level of demands."
189,Contempt,Unclear,Certainly! It seems like there might be some frustrations we need to address. I have to handle everything while you sit back and complain. Let's find some solution,"Category: neutral
Text: Certainly! It seems like there might be some frustrations we need to address.

Category: criticism
Text: I have to handle everything while you sit back and complain.

Category: neutral
Text: Let's find some solution","Category: neutral
Functional Text: It looks like there are some frustrations we should work on together.

Category: criticism
Functional Text: It feels like I'm managing everything while you're just complaining.

Category: neutral
Functional Text: Let's work together to find a solution."
190,Stonewalling,Unclear,"I understand, I am tired of dealing with your nonsense. let's figure out how to better manage our conflicts.","Category: neutral
Text: I understand, I am tired of dealing with your nonsense. let's figure out how to better manage our conflicts.","Category: neutral
Functional Text: Let's work together to find ways to improve how we handle our disagreements."
191,Stonewalling,Unclear,Thank you for bringing this to my attention. You always twist my words anyway. Let's explore ways to ensure we're both on the same page.,"Category: neutral
Text: Thank you for bringing this to my attention.

Category: criticism
Text: You always twist my words anyway.

Category: neutral
Text: Let's explore ways to ensure we're both on the same page.","Category: neutral
Functional Text: I appreciate you letting me know about this.

Category: criticism
Functional Text: Let's clarify our communication to avoid misunderstandings.

Category: neutral
Functional Text: Let's discuss how we can align our understanding to avoid confusion."
192,Stonewalling,Unclear,"I agree, taking some time to reflect individually sounds like a good idea. I'm done with this conversation","Category: neutral
Text: I agree, taking some time to reflect individually sounds like a good idea.

Category: stonewalling
Text: I'm done with this conversation","Category: neutral
Functional Text: Reflecting on our thoughts individually seems like a good plan.

Category: stonewalling
Functional Text: I need to step back from this conversation for now."
193,Stonewalling,Unclear,I'm sorry that my tone has been causing frustration. I'm sick of your attitude. Let's work together to find a better way to communicate our needs,"Category: neutral
Text: I'm sorry that my tone has been causing frustration.

Category: contempt
Text: I'm sick of your attitude.

Category: neutral
Text: Let's work together to find a better way to communicate our needs.","Category: neutral
Functional Text: I apologize for the frustration my tone has caused.

Category: contempt
Functional Text: Your attitude is really getting on my nerves.

Category: neutral
Functional Text: Let's collaborate to improve how we express our needs."
194,Stonewalling,Unclear,Thank you for understanding.  Do whatever you want. I appreciate your willingness to go along with my decision.,"Category: neutral
Text: Thank you for understanding. I appreciate your willingness to go along with my decision.

Category: other
Text: Do whatever you want.","Category: neutral
Functional Text: I'm grateful for your understanding and support in accepting my decision.

Category: other
Functional Text: Feel free to make your own choice."
195,Stonewalling,Unclear,Thank you for initiating this discussion. You never want to address our problems.  Let's set aside time to have a constructive conversation about our concerns. ,"Category: neutral
Text: Thank you for initiating this discussion.

Category: criticism
Text: You never want to address our problems.

Category: neutral
Text: Let's set aside time to have a constructive conversation about our concerns.","Category: neutral
Functional Text: I appreciate you starting this conversation.

Category: criticism
Functional Text: It would be helpful if we could work together to address our issues.

Category: neutral
Functional Text: Can we schedule a time to talk openly about our worries and find solutions together?"
196,Stonewalling,Unclear,Let's definitely have an open conversation about our communication dynamics. I can't deal with your silence anymore. Thank you for being willing to address this.,"Category: neutral
Text: Let's definitely have an open conversation about our communication dynamics. Thank you for being willing to address this.

Category: stonewalling
Text: I can't deal with your silence anymore.","Category: neutral
Functional Text: Let's talk openly about how we communicate. Thanks for being open to discussing this.

Category: stonewalling
Functional Text: Your silence is making it hard for us to move forward. Let's try to communicate openly."
197,Stonewalling,Unclear,You're just trying to avoid taking responsibility. Let's definitely discuss how we can ensure that responsibility is properly addressed in our actions and decisions,"Category: defensiveness
Text: You're just trying to avoid taking responsibility.

Category: neutral
Text: Let's definitely discuss how we can ensure that responsibility is properly addressed in our actions and decisions.","Category: defensiveness
Functional Text: Let's talk about how we can make sure we both handle our responsibilities effectively."
198,Stonewalling,Unclear,"I agree, addressing tension in a calm and logical manner is crucial. You're just being irrational. Let's definitely discuss what's been on your mind and explore solutions together.","Category: neutral
Text: I agree, addressing tension in a calm and logical manner is crucial.

Category: contempt
Text: You're just being irrational.

Category: neutral
Text: Let's definitely discuss what's been on your mind and explore solutions together.","Category: neutral
Functional Text: It's important to handle tension calmly and logically.

Category: contempt
Functional Text: You're not thinking clearly.

Category: neutral
Functional Text: Let's talk about what's bothering you and find solutions together."
199,Stonewalling,Unclear,"You're so stubborn, it's exhausting.  It's important for us to find ways to better understand each other's perspectives and approach disagreements constructively","Category: contempt
Text: You're so stubborn, it's exhausting.

Category: neutral
Text: It's important for us to find ways to better understand each other's perspectives and approach disagreements constructively.","Category: contempt
Functional Text: Let's work on being more open-minded and flexible in our discussions to avoid feeling drained by disagreements.

Category: neutral
Functional Text: It's crucial for us to actively listen and respect each other's viewpoints to handle disagreements positively."
